airline_sentiment,text
negative,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited"
negative,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.
negative,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies
negative,@united it will be on a different airline.
negative,@USAirways still in yuma waiting for 2702 to go. Looks like I might miss 2696 to MontereyRegionalAirport need options please
negative,"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet..."
negative,@SouthwestAir it eventually arrived. just seemed really slow. :)
negative,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!
negative,@united i think he actually did not like your screen  @campilley 😃😃😃
negative,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids
negative,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday"
negative,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!
negative,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness
negative,@USAirways -- I've been on hold 40 mins to Cancelled Flight my reservation for this afternoon. Is there another way? Web tells me to call.
negative,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay..."
negative,@USAirways 45 min hold time then a hang up by Manager Mike in dividend miles dept. tough to justify sticking with the Us air CC and status.
negative,@USAirways You will be hearing a lot more from me instead of your feedback when I get back home.
negative,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal."
negative,@AmericanAir is your website down? I haven't been able to check in to my flight all morning.
negative,@united I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.
negative,@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService
negative,"@AmericanAir this is pathetic customer service. Why have bag tags, barcodes and computers if your response is, ""not yet located""?"
negative,@AmericanAir extra night we have to stay in San Juan now. How can I check on that?
negative,"@USAirways worst airline ever....left without luggage for 7 days, submit $700 expenses and they offer a refund of $297? #badservice"
negative,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin
negative,@USAirways told to work it out ourselves #joke #fail
negative,@USAirways this is no way to treat women.  I want someone to contact me and explain how they will make this acceptable.
negative,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks"
negative,@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.
negative,@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!
negative,@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether
negative,@SouthwestAir MCO-&gt;DCA flight almost full of people screwed by the MSY-DCA Cancelled Flightation. @united and @USAirways didn't Cancelled Flight. SWA=mistake.
negative,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date
negative,@USAirways how long for a reply
negative,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!"
negative,@SouthwestAir please PM me the number where I can lodge formal complaints. Thx
negative,@AmericanAir at 5 am and have no clue if we have a place to stay or not
negative,@AmericanAir Hands down the worst airline to travel with. Really really fucking bad.
negative,@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.
negative,"@AmericanAir Hey you Cancelled Flightled my flight, and I can't get someone on the phone to rebook (2 hour wait minimum). Can I get some service?"
negative,"@USAirways not happy w/ app Late Flightly. Last time I flew wouldn't let me check in, This time I checked in went on Late Flightr says I never checked in"
negative,@SouthwestAir 2 bags fly free!  So what's with all the carry-on's? #packingayak @BrianReganComic
negative,@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.
negative,@united @UnitedAppeals @gg8929 What kind of hypocrisy is that? Only Cancelled Flightling tickets with bad exchange rate if in your advantage #united
negative,@USAirways I have a story for you. It starts with a two hour delayed flight that makes me miss my connection in Miami.
negative,@united So disappointed in the service and the level of staff communication. Such a bummer.
negative,@united compensate us for new clothes bet you won't
negative,@united annnnddddd I'm going to lose my first class seat on the flight they shuffle me to
negative,@AmericanAir Asked for a waiver of a change fee for flight booked w/in past 24 hrs. Rep was rude. Just told me no. Didn't even try to help!
negative,@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..
negative,@USAirways Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic
negative,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job
negative,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.
negative,@SouthwestAir #delayed again! You're killing me Late Flightly!
negative,@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?
negative,@JetBlue - why does my TSA-pre work with every airline BUT you? I pay good money for that. Spent 30 mins on phone to fix to zero success.
negative,@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?
negative,@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive
negative,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth
negative,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work."
negative,@SouthwestAir too long to wait for bags when they could have been on the next flight out. The party of 4 could have waited in Albany
negative,@USAirways has completely wasted my work day! Thank you for the bad service and bad Friday!
negative,"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints"
negative,@AmericanAir you're running 5+ hours behind replying to anyone via Twitter. this is beyond unacceptable. I'm running out of time!
negative,@AmericanAir I've been trying to call your reservations desk for past 12 hours and can't get through.  This is not what I expected.
negative,"@united keeps delaying my flight, horrible customer service"
negative,@USAirways  but have to return car to clt can I skip my flgjt back tonight from gso to clt and pick up at clt to fll I was told yes
negative,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?
negative,@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.
negative,@JetBlue tells me $130 paid &amp; confirmed flight will now cost me $566.80 CASH ONLY @ airport  22 hours before my flight  #RIPOFF #NoSupport
negative,@united can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport
negative,@AmericanAir pretty frustrating when you can't even stay on hold to get help after a flight Cancelled Flightation!
negative,"@united although, I am stranded in Chicago O'Hare for another 8 hours. Any chance your cracker-jack service team could provide a meal?"
negative,@united can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.
negative,"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume."""
negative,@USAirways you can't control the weather but you can control customer service. Without luggage for 24 hours &amp; still yet to speak to a human.
negative,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k
negative,"@united my flight landed 50 min, but we are being told to stay on the plane, haven't pulled up to the gate &amp; have little to no information."
negative,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?
negative,@USAirways @jtrexsocial 5 hours on hold ... Safe to say no one is working .
negative,@united Please msg me a # for customer service. I will have an invoice for my dry cleaning but won't be able take wet clothes to the airport
negative,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign."
negative,"@AmericanAir why can't you hire a staff that is helpful, informed and nice to it's customers?"
negative,@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.
negative,"@united Nope. Walked up &amp; down the ORF terminal, &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people"
negative,"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today."
negative,@USAirways nope not yet...
negative,"@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?"
negative,@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.
negative,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??
negative,@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!
negative,@AmericanAir Flight 2559 it's been delayed every hour since 8:55 am.
negative,@AmericanAir back in UK now no thanks to your staff that wouldn't me or the other passengers stranded. Just laughed at us
negative,@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!
negative,@JetBlue flying to Denver March 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago
negative,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad
negative,@USAirways now you don't know where my luggage is?  Seriously?
negative,@AmericanAir TSA said there is nothing they could do. But the question is why are your employee's swapping your customers belongings?
negative,"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles"
negative,"@USAirways how about an update? 2hrs delayed, this obviously isnt up 2 date, havent boarded http://t.co/L7lWjaZiOA"
negative,@SouthwestAir Report was filed but would like to support some active searching.  Feels pretty passive now.  Info on computer is precious.
negative,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
negative,@JetBlue I think it's safe to say that after 25 years of loyal #JetBlue flying we are officially DONE. #Byebyejetblue
negative,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable
negative,"@USAirways Literally all that says is ""Case open""  What good is that to me?"
negative,@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.
negative,@AmericanAir yes. Shows Cancelled Flightled &amp; asks for her to contact you at 800 number.
negative,@SouthwestAir A-List Pref credit card holder called exclusive # and hung up after on hold for 14 min. What gives???
negative,@USAirways this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab
negative,@AmericanAir you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help
negative,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket."
negative,@JetBlue #489. Flight #589 is departing before we even board
negative,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson
negative,@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.
negative,@SouthwestAir Southwest is scheduled to fly to Costa Rica on March 7 but I can't book it online. When will this be available?
negative,@USAirways You won't give us a hotel or food. Can you at least suggestion options for making it to the metro city I have a ticket to?
negative,@united I'm not booked on a 1:30 return flight..
negative,@SouthwestAir Been on hold 34 min so far trying to book seat for my infant. Price increased $42 in meantime. What do I do?
negative,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
negative,@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!
negative,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room
negative,@united I like delays less than you because I'm the one on the plane. Connect me with a voucher
negative,@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk
negative,"@USAirways We did. @AmericanAir said to open one with you, too."
negative,@JetBlue @KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a
negative,@united Was just hung up on by customer service after waiting 30 min on hold...guess that vacation's not happening? Website wasn't working.
negative,@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays
negative,@SouthwestAir here's a first..both pilot and first officer in galley during flight...
negative,@AmericanAir I've been on hold ANOTHER hour and still nothing. My Cancelled Flighted flight was supposed to be six hours from now. #Stranded
negative,@AmericanAir another day another grievance with this airline. No customer service
negative,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.
negative,@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i
negative,@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?
negative,@united couldn't have possibly messed up our trip anymore than they did. Thanks for being such a terrible airline. #disappointed
negative,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.
negative,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS
negative,"@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication."
negative,"@JetBlue if there is a ""processing error"" the  why do you send out full flight tickets and confirmations? #FlySouthwest"
negative,@AmericanAir they were no where to be found at Midnight Last Night! I would think the agent in LAX could have relayed that info.Bag on flt
negative,"@SouthwestAir sucks. Passengers leaving the plane to make room luggage, checking luggage and getting back on. Delayed flights to same city."
negative,@JetBlue They told us 10 minutes almost 40 minutes ago.
negative,"@AmericanAir really? That's it? Not even a ""we are looking into this to see what happened/what we could do better next time"""
negative,@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me
negative,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!
negative,@united that's why I missed my flight. If the flight had been held for 5 minutes I would have made it. I watched it pull away from the gate
negative,@SouthwestAir I am going to stop flying with you.  Delays everytime.  This time due to paperwork?
negative,@USAirways on hold now over 2 hrs on one phone hung on 5 x on another? How do you reach a person? No weather condition makes this excusable!
negative,@AmericanAir an hour now waiting on the phone for US Air help. 10 hours waiting at the airport yesterday. Love the service guys.
negative,@AmericanAir not anymore.
negative,@united thank you for your reply.  My frustration is that spending a upgrade just puts you on a wait  list.
negative,@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers
negative,@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.
negative,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!"
negative,@USAirways is a joke. Stop losing my luggage!
negative,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings
negative,@SouthwestAir needs 2 make me whole Used my tkt back n PHX due 2 rude SNA agent Jacquie Plitt flew @USAirways 2 CABO http://t.co/QxWW1p09a0
negative,"@AmericanAir  when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning? Need to rearrange hotel reservations, etc. ASAP!"
negative,@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.
negative,@USAirways wonder if this misery is considered a damage in a breach of contract lawsuit #lawyerup
negative,@SouthwestAir and now no wifi??? Come on.
negative,@USAirways not yet. But we will see shortly.
negative,@USAirways doesn't seem likely bc your team failed to scan my bag in LAX and you recycle bagtag numbers that doesn't help #usairwaysfail
negative,@united it's been over 3 hours...at what point do you let people off of the plane? @FoxNews @CNN @msnbc
negative,@USAirways on hold 2.5 hrs trying to reschedule our flight. Can anyone there please help us?
negative,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!
negative,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.
negative,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep
negative,"@JetBlue okay. Names of SJ crew are Alamo, Tatiana. Keep telling me to hold, then leave desk. Ali told me he couldn't help bc going on break"
negative,@AmericanAir no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information
negative,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together"
negative,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule..."
negative,@united Monday evening.
negative,"@united no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance"
negative,"@JetBlue You have very unhappy customer. After waiting 20 min on hold, rude &amp; uncaring rep has now frozen my acct. can't print bdng pass!"
negative,@JetBlue 👍. I think I'll come take a nap at the terminal.  ;)
negative,@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane
negative,"@USAirways guys I need help my reservations, tried calling and I'm told to call Late Flightr. Please help me here."
negative,@AmericanAir  zoom in on the sauce and potatoes.  This stuff is vile.  And I mean vile. http://t.co/m2PHoavRxC
negative,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
negative,"@united, we've been waiting for over an hour for our luggage- what gives?"
negative,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?"
negative,@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.
negative,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.
negative,"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?"
negative,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA."
negative,@AmericanAir my flight is Cancelled Flightled and we can only call in but you aren't accepting calls? How do I reschedule my flight?
negative,@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.
negative,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?"
negative,@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign
negative,"@VirginAmerica
wjere is our luggage #so slow at lax"
negative,"@JetBlue I put it my ""to"" and ""from"" airports, click update and it tells me to put in my ""to"" and ""from"" airports."
negative,@united plz don't advertise wifi if it's not gonna work thanks #worstflightever
negative,"@AmericanAir I was on flt 2222 tomorrow, they moved me to 750. I need it moved to Tuesday. the roads won't be better for flight 750. thanks"
negative,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight."
negative,@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!
negative,"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/"
negative,"@JetBlue Seriously, what is your solution? Who exactly will help my 5 year old if there's a problem with the plane? http://t.co/vPDRPLXj5a"
negative,@AmericanAir there are no more flights via united when I arrive to DFW and my car is parked at IAH 😁
negative,@united no u don't
negative,@united why the hell do my miles expire? Was really looking forward to accruing enough for a free flight in 10 years.
negative,@USAirways yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!
negative,@AmericanAir you guys need to educate your employees on what a pink tag is AND STOP LOSING MY GUITAR FOR THE 10 THOUSANDTH TIME!
negative,@JetBlue trying to charge us $550 dollars cash for tickets we paid for months in advance #isthisreal #nevertoldus #jetblue #NeverAgain
negative,@SouthwestAir thanks for the response - flight time has passed - rebooked now
negative,@SouthwestAir horrible flight!
negative,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws
negative,"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email."
negative,".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night."
negative,@AmericanAir I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked
negative,@AmericanAir I have tried to talk to someone for almost 6 hrs! you Cancelled Flightled my flight and you won't pick up the phone. pathetic &amp; very sad
negative,@USAirways terrible service
negative,@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...
negative,"@JetBlue It is physically impossible to make it to the airport, and our flight is scheduled to leave in less than 3 hours."
negative,@SouthwestAir @JulGood1 she was traveling with me the one that got miscommunicated with
negative,@united flight 4841...3 gate changes on top of this.  Really hoping you can compensate with some points/mileage to my account!
negative,@united why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH
negative,@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines
negative,@USAirways It wasn't weather this morning.  AWE1701 diverted back to BOS due to mechanical issues.  So far lost one of 3 days :(
negative,@united just filled it out. Hope someone responds before we book our next trip.
negative,"@AmericanAir redirect my flight without telling me, service is abysmal."
negative,@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available
negative,"“@USAirways: @alan_bledsoe Thanks for your feedback, Alan.” Thx, but  no help as I watch a flt Lve w/open seats and I wait 3hrs for nxt flt"
negative,@SouthwestAir took our carryon bag with essential attire for a life changing interview tomorrow &amp; it's not here; can we expect compensation?
negative,"@united I guess that's not the busiest route, so based on traffic/fuel costs, regional jet is the decision, but still not great 4 travelers."
negative,@USAirways @AmericanAir flight 849's four subsequent delays destroyed my travel plans this evening. Looking to resolve this matter.
negative,"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time.."
negative,@USAirways I've been waiting for the callback for EIGHT HOURS. HOW MUCH LONGER?!
negative,@USAirways I left an item on plane BOS-PHL on Friday.  I've called PHL US Airways # &amp; left 6 msgs. No return call what to do at this point.
negative,@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx
negative,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?
negative,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......
negative,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.
negative,@AmericanAir you ever wonder why you find yourselves responding to so many customer complaints on twitter? It's because your airline sucks.
negative,"@AmericanAir yes, and rebooked incorrectly."
negative,"@AmericanAir That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?"
negative,"@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable."
negative,@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?
negative,"@united, and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING"
negative,@USAirways checked into my flight yesterday and have been bumped to a Tuesday flight! Unacceptable and no agents to speak to!
negative,@united that's not an apology. Say it.
negative,@SouthwestAir when will you be accepting reservations past August 7?
negative,"@JetBlue is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!"
negative,@USAirways Can you help me update KTN on the profile?  Ticket book via AA &amp; that info didn't get pass on.  I've been on hold forever
negative,@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.
negative,@AmericanAir you Cancelled Flightled my flight tomorrow (without telling me) and I want to rebook-please help me book a new flight! What # can I call?
negative,@united what exactly do you hang on this hook? http://t.co/ZHxOk07Aqa
negative,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.
negative,@AmericanAir I can't work with them if the call gets cut off while I'm still holding..... Is DFW looking any better tomorrow?
negative,@JetBlue still waiting for bags from flight 26. It landed an hour ago.
negative,"@AmericanAir you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted."
negative,@SouthwestAir I am absolutely sick of 300s and no wifi!
negative,@united Yes I needed plenty of assistance but received none.
negative,@USAirways @caterobbie if that link worked most of us could take care of ourselves  please contact your tech people to get that working
negative,@AmericanAir 3611 was supposed to depart at 5:10pm central.  About ready to close the door at 7:34pm central.
negative,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?"
negative,@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!
negative,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
negative,@united Did somebody say flight upgrade?
negative,@SouthwestAir do you ever reinstate Cancelled Flighted flights?
negative,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .
negative,@united a plane took our gate and now we're just waiting in a lot at DIA
negative,@AmericanAir change fee = same price of new ticket... Not logical
negative,@JetBlue I don't believe so. That's not what the team has told us.
negative,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?
negative,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim"
negative,"@USAirways the least comforting thing from your pilot after sitting on a stationary plane for 3 hours is ""I don't really know what happened"""
negative,"@united - handed a slip of paper,&amp;said to call 1800#. Have called 2x/day trying to get it sent, still @ layover airport.Have that ref # tho."
negative,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
negative,"@AmericanAir Disappointing lack of kindness toward this person. The agent asked her counterparts ""why this person was talking to her""."
negative,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12
negative,@united so is the ^JJ standing for Just Joking?  I am not finding the humor.
negative,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
negative,@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3)
negative,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive
negative,@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin
negative,@SouthwestAir looks like my 1 yr anni trip has been replaced w someone's itinerary. Worried abt who can c my flight http://t.co/BApE6RuMNE
negative,"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks."
negative,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.
negative,@USAirways is really good at deferring responsibility.
negative,@USAirways Get new planes then. Got on this plane at 7:50 its 10:20 now and still on tarmac. How ru going to compensate me for this?
negative,@USAirways providing poor customer service by responding to complaints with a copy and paste tempLate Flight unreLate Flightd to complaint #usairwaysfail
negative,@USAirways @Forsyth_Factor hope for no weather delays no help to reroute and your on your own for lodging non stop is the way to go
negative,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good
negative,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm
negative,@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again
negative,@USAirways freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday
negative,@USAirways Why is there no contact email for customer complaints?
negative,"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch"
negative,@united thanks for ruining my wedding anniversary. Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day
negative,@united i did but i got nothing from it. Just dissapointment =(
negative,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards"
negative,@united on flight 1665 but it's not departing! Website says delayed due to operational difficulties-what does that mean?
negative,@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable
negative,@JetBlue no excuse though for 3 gate changes though.
negative,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?
negative,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help"
negative,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept
negative,"@USAirways Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do?"
negative,@AmericanAir @elwoodblues77 I'm sure he understands the rules but you guys just have zero customer service. Staff your damn counters!
negative,@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern
negative,@AmericanAir thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $1300 #nohotel
negative,@JetBlue I'm sick of y'all.
negative,"@USAirways yep, check it and my gmail 'Promotions' folder regularly... :-("
negative,@JetBlue flight 790 you had us stuck on the plane for nearly 4 hrs. Set to take off only for flight control to deny us. THE WORST SERVICE
